city,instance_id,solver,variant,reference_variant,num_customers,total_demand,distance_m,fuel_l,co2_kg,distance_penalty_pct,fuel_penalty_pct,co2_penalty_pct,feasible,infeasible_reason,runtime_seconds,seed
macau,24,OR-Tools,AR,AR,20,134,23847.111353398577,99.87723519348299,267.67099031853445,0.0,0.0,0.0,True,,44.99972900003195,66
macau,25,OR-Tools,SE,AR,20,130,24510.785665829433,102.58990105574935,274.94093482940826,8.507479643551834,8.38279771410152,8.38279771410151,True,,44.999823199934326,67
macau,25,OR-Tools,SM,AR,20,130,24510.78566582943,102.58990105574935,274.94093482940826,8.507479643551816,8.38279771410152,8.38279771410151,True,,44.99961949989665,67
macau,25,OR-Tools,SR,AR,20,130,24891.001379837922,104.67696527540849,280.5342669380948,10.190667176191807,10.587711227106404,10.587711227106405,True,,45.00029610004276,67
macau,25,OR-Tools,AR,AR,20,130,22589.028651617024,94.65515120431472,253.67580522756347,0.0,0.0,0.0,True,,45.000384100014344,67
macau,26,OR-Tools,SE,AR,20,123,28031.595195266695,117.44415303545348,314.75033013501536,11.280945119801203,10.98196369169437,10.981963691694364,True,,44.999799599987455,68
macau,26,OR-Tools,SM,AR,20,123,26918.731355438285,113.18844194850917,303.3450244220046,6.863053843079723,6.960416759587688,6.960416759587689,True,,44.99966259999201,68
macau,26,OR-Tools,SR,AR,20,123,25248.44947414029,106.07232236457233,284.27382393705386,0.23230218329883237,0.23585104151550926,0.23585104151550462,True,,45.00118750007823,68
macau,26,OR-Tools,AR,AR,20,123,25189.93271048233,105.82273833405124,283.60493873525735,0.0,0.0,0.0,True,,45.000502299983054,68
macau,27,OR-Tools,SE,AR,20,132,30276.95857083791,127.02826613651666,340.4357532458647,14.417010918458312,14.22612197935456,14.226121979354565,True,,45.00347810005769,69
macau,27,OR-Tools,SM,AR,20,132,31332.445542431753,131.94573360710842,353.6145660670506,18.40570958746736,18.64799796183599,18.647997961835987,True,,45.00367330003064,69
macau,27,OR-Tools,SR,AR,20,132,28043.104347690358,117.86067034436289,315.86659652289256,5.975247442047008,5.982453486811517,5.982453486811516,True,,45.000607999973,69
macau,27,OR-Tools,AR,AR,20,132,26461.93807004399,111.20772020910943,298.0366901604133,0.0,0.0,0.0,True,,45.00033779989462,69
macau,28,OR-Tools,SE,AR,20,121,27491.458245217524,115.46431492825681,309.44436400772827,16.98247552689098,16.93970365289396,16.939703652893954,True,,45.00002769997809,70
macau,28,OR-Tools,SM,AR,20,121,24909.097821840664,104.69995971511136,280.59589203649847,5.993938202507766,6.037802841185598,6.037802841185596,True,,45.000502399983816,70
macau,28,OR-Tools,SR,AR,20,121,27649.19820425848,116.15662651351177,311.29975905621154,17.65369531936348,17.640861509894915,17.640861509894908,True,,45.00014669995289,70
